Fecha,USDMX,50d MA,100d MA,200d MA,,Año,Rendimiento del peso,,Periodo,Máximo,Mínimo
8/15/2024,18.6513,18.389708,17.62571,17.3878655,,,,,,,
8/16/2024,18.6228,18.39692,17.645158,17.3906035,,,,,,,
8/19/2024,18.7357,18.403938,17.667192,17.393962,,,,,,,
8/20/2024,18.9448,18.41392,17.690062,17.398502,,,,,,,
8/21/2024,19.2535,18.423326,17.716924,17.405117,,,,,,,
8/22/2024,19.4235,18.441026,17.745744,17.415176,,,,,,,
8/23/2024,19.0708,18.453418,17.771279,17.422876,,,,,,,
8/26/2024,19.382,18.470562,17.800341,17.4322375,,,,,,,
8/27/2024,19.6692,18.49569,17.833676,17.443075,,,,,,,
8/28/2024,19.6037,18.519304,17.865781,17.4536495,,,,,,,
8/29/2024,19.8168,18.547586,17.899066,17.4639935,,,,,,,
8/30/2024,19.6535,18.57696,17.931018,17.474192,,,,,,,
9/2/2024,19.798,18.613666,17.962305,17.4862235,,,,,,,
9/3/2024,19.8335,18.647592,17.993825,17.4986975,,,,,,,
9/4/2024,19.846,18.680082,18.022033,17.5115735,,,,,,,
9/5/2024,20.0028,18.712592,18.052113,17.5255,,,,,,,
9/6/2024,20.0172,18.74798,18.08114,17.539535,,,,,,,
9/9/2024,19.8798,18.777782,18.107818,17.5528675,,,,,,,
9/10/2024,20.0583,18.813978,18.137158,17.5672655,,,,,,,
9/11/2024,19.839,18.848048,18.165553,17.5808265,,,,,,,
9/12/2024,19.5887,18.877906,18.190342,17.5929925,,,,,,,
9/13/2024,19.2483,18.900918,18.210942,17.6035555,,,,,,,
9/17/2024,19.267,18.926068,18.23206,17.6139555,,,,,,,
9/18/2024,19.3033,18.953278,18.25485,17.623607,,,,,,,
9/19/2024,19.2773,18.982248,18.276665,17.633922,,,,,,,
9/20/2024,19.3725,19.013314,18.300997,17.6437545,,,,,,,
9/23/2024,19.415,19.04861,18.325105,17.653722,,,,,,,
9/24/2024,19.3562,19.08006,18.34972,17.6641605,,,,,,,
9/25/2024,19.587,19.11821,18.376507,17.674997,,,,,,,
9/26/2024,19.629,19.155914,18.40371,17.686298,,,,,,,
9/27/2024,19.6697,19.191494,18.431747,17.6974115,,,,,,,
9/30/2024,19.644,19.224434,18.460497,17.7086415,,,,,,,
10/2/2024,19.3885,19.25399,18.48631,17.719089,,,,,,,
10/3/2024,19.4678,19.281372,18.512528,17.730474,,,,,,,
10/4/2024,19.2127,19.29871,18.537873,17.740399,,,,,,,
10/7/2024,19.3388,19.317786,18.564368,17.751767,,,,,,,
10/8/2024,19.3532,19.3359,18.591683,17.7631965,,,,,,,
10/9/2024,19.4175,19.350614,18.62019,17.774989,,,,,,,
10/10/2024,19.5113,19.36504,18.649165,17.7876765,,,,,,,
10/11/2024,19.3983,19.381066,18.676743,17.7998045,,,,,,,
10/14/2024,19.342,19.393786,18.703218,17.8119045,,,,,,,
10/15/2024,19.62,19.405302,18.732395,17.825537,,,,,,,
10/16/2024,19.8925,19.415342,18.764752,17.8404045,,,,,,,
10/17/2024,19.9313,19.427368,18.796608,17.8549125,,,,,,,
10/18/2024,19.8325,19.440238,18.825433,17.868829,,,,,,,
10/21/2024,20.0075,19.458588,18.856131,17.8836375,,,,,,,
10/22/2024,19.8985,19.479822,18.884939,17.8986365,,,,,,,
10/23/2024,19.9338,19.497858,18.907939,17.914239,,,,,,,
10/24/2024,19.8385,19.513854,18.927717,17.928758,,,,,,,
10/25/2024,19.9303,19.535504,18.951428,17.9434535,,,,,,,
10/28/2024,20.0007,19.562492,18.9761,17.958508,,,,,,,
10/29/2024,20.0208,19.590452,18.993686,17.974322,,,,,,,
10/30/2024,20.1617,19.618972,19.011455,17.990639,,,,,,,
10/31/2024,20.0378,19.640832,19.027376,18.005029,,,,,,,
11/1/2024,20.0908,19.657578,19.040452,18.0190045,,,,,,,
11/4/2024,20.0367,19.669842,19.055434,18.0331905,,,,,,,
11/5/2024,20.2695,19.693816,19.073617,18.0488755,,,,,,,
11/6/2024,20.3093,19.712362,19.091462,18.0648595,,,,,,,
11/7/2024,19.8277,19.715532,19.105611,18.077238,,,,,,,
11/8/2024,20.1332,19.726122,19.122713,18.0920675,,,,,,,
11/11/2024,20.4502,19.73879,19.143188,18.108131,,,,,,,
11/12/2024,20.5693,19.757106,19.167033,18.125149,,,,,,,
11/13/2024,20.6025,19.773196,19.193431,18.141995,,,,,,,
11/14/2024,20.494,19.786406,19.216999,18.158499,,,,,,,
11/15/2024,20.3887,19.79726,19.238671,18.174626,,,,,,,
11/19/2024,20.1848,19.8009,19.256746,18.1898825,,,,,,,
11/20/2024,20.2903,19.806362,19.277171,18.2056105,,,,,,,
11/21/2024,20.3775,19.816316,19.297049,18.2223195,,,,,,,
11/22/2024,20.4872,19.824894,19.319436,18.2395565,,,,,,,
11/25/2024,20.2993,19.8341,19.341074,18.2555415,,,,,,,
11/26/2024,20.7185,19.856696,19.367301,18.2737065,,,,,,,
11/27/2024,20.6418,19.884566,19.392742,18.2915755,,,,,,,
11/28/2024,20.4173,19.907572,19.41682,18.307671,,,,,,,
11/29/2024,20.3212,19.92793,19.440604,18.3237245,,,,,,,
12/2/2024,20.4357,19.951098,19.466673,18.340563,,,,,,,
12/3/2024,20.3233,19.970114,19.491714,18.3568785,,,,,,,
12/4/2024,20.283,19.987474,19.518042,18.3730435,,,,,,,
12/5/2024,20.1963,20.004276,19.542168,18.388796,,,,,,,
12/6/2024,20.2275,20.017086,19.567648,18.404632,,,,,,,
12/9/2024,20.1547,20.0276,19.591757,18.4198005,,,,,,,
12/10/2024,20.2485,20.039176,19.615335,18.435413,,,,,,,
12/11/2024,20.1647,20.04959,19.637012,18.4506065,,,,,,,
12/13/2024,20.142,20.06466,19.659325,18.466014,,,,,,,
12/16/2024,20.1448,20.0782,19.679786,18.481257,,,,,,,
12/17/2024,20.2363,20.098672,19.698691,18.497122,,,,,,,
12/18/2024,20.1395,20.114686,19.716236,18.512711,,,,,,,
12/19/2024,20.4402,20.136426,19.736163,18.529998,,,,,,,
12/20/2024,20.1035,20.150146,19.75038,18.545887,,,,,,,
12/23/2024,20.1948,20.163816,19.764428,18.562497,,,,,,,
12/24/2024,20.1558,20.178966,19.780016,18.578891,,,,,,,
12/26/2024,20.1657,20.19544,19.794613,18.595727,,,,,,,
12/27/2024,20.2683,20.208406,19.806854,18.613027,,,,,,,
12/30/2024,20.5103,20.220762,19.818052,18.6314425,,,,,,,
12/31/2024,20.7862,20.23786,19.832614,18.65181,,,,,,,
1/2/2025,20.6917,20.255044,19.847641,18.6718085,,,,,,,
1/3/2025,20.6708,20.26831,19.863449,18.6916125,,,,,,,
1/6/2025,20.3195,20.27673,19.878276,18.7089485,,,,,,,
1/7/2025,20.344,20.284934,19.891396,18.7268735,,,,,,,
1/8/2025,20.3823,20.29581,19.904832,18.744975,,,,,,,
1/9/2025,20.4742,20.306688,19.921096,18.7636625,,,,,,,
1/10/2025,20.7045,20.320764,19.941628,18.783669,,,,,,,
1/13/2025,20.8012,20.336372,19.963412,18.804285,,,,,,,
1/14/2025,20.482,20.342778,19.980875,18.8240335,,,,,,,
1/15/2025,20.4875,20.351772,19.996302,18.843182,,,,,,,
1/16/2025,20.7732,20.36542,20.011499,18.8642115,,,,,,,
1/17/2025,20.718,20.379046,20.024444,18.885094,,,,,,,
1/20/2025,20.543,20.384516,20.039166,18.9052225,,,,,,,
1/21/2025,20.6358,20.391046,20.051704,18.9260225,,,,,,,
1/22/2025,20.5397,20.405286,20.060409,18.9470425,,,,,,,
1/23/2025,20.3943,20.410508,20.068315,18.967048,,,,,,,
1/24/2025,20.2255,20.406014,20.072402,18.985734,,,,,,,
1/27/2025,20.7002,20.408632,20.082869,19.0069435,,,,,,,
1/28/2025,20.5668,20.407918,20.090557,19.026431,,,,,,,
1/29/2025,20.5677,20.409392,20.097899,19.045862,,,,,,,
1/30/2025,20.4497,20.410612,20.103936,19.0629845,,,,,,,
1/31/2025,20.6068,20.419052,20.109976,19.0810445,,,,,,,
2/4/2025,20.4268,20.421782,20.114072,19.097606,,,,,,,
2/5/2025,20.6363,20.426958,20.121637,19.1147275,,,,,,,
2/6/2025,20.5125,20.427464,20.126179,19.1316685,,,,,,,
2/7/2025,20.5512,20.432502,20.133301,19.149427,,,,,,,
2/10/2025,20.6693,20.431518,20.144107,19.1672245,,,,,,,
2/11/2025,20.568,20.430042,20.157304,19.184123,,,,,,,
2/12/2025,20.4917,20.43153,20.169551,19.2008055,,,,,,,
2/13/2025,20.4978,20.435062,20.181496,19.218173,,,,,,,
2/14/2025,20.3082,20.432512,20.191805,19.234235,,,,,,,
2/17/2025,20.283,20.431706,20.20091,19.2509535,,,,,,,
2/18/2025,20.2617,20.43128,20.209377,19.267241,,,,,,,
2/19/2025,20.4208,20.43577,20.220023,19.2848715,,,,,,,
2/20/2025,20.3733,20.438686,20.227886,19.3021965,,,,,,,
2/21/2025,20.3448,20.442488,20.235044,19.319377,,,,,,,
2/24/2025,20.464,20.446798,20.242987,19.337367,,,,,,,
2/25/2025,20.4683,20.45287,20.25123,19.3558635,,,,,,,
2/26/2025,20.4277,20.458584,20.261622,19.373966,,,,,,,
2/27/2025,20.4722,20.465132,20.271666,19.392097,,,,,,,
2/28/2025,20.508,20.470566,20.284619,19.411246,,,,,,,
3/3/2025,20.4333,20.476442,20.295564,19.429966,,,,,,,
3/4/2025,20.8518,20.484674,20.31055,19.4511165,,,,,,,
3/5/2025,20.3893,20.49039,20.320268,19.470229,,,,,,,
3/6/2025,20.2777,20.492048,20.327932,19.4885485,,,,,,,
3/7/2025,20.283,20.494592,20.336779,19.506761,,,,,,,
3/10/2025,20.2922,20.497122,20.346281,19.5247495,,,,,,,
3/11/2025,20.3388,20.498532,20.353469,19.542932,,,,,,,
3/12/2025,20.1828,20.491982,20.356372,19.560562,,,,,,,
3/13/2025,20.0848,20.477954,20.357907,19.5772575,,,,,,,
3/14/2025,19.8693,20.461506,20.358275,19.591854,,,,,,,
3/18/2025,19.9845,20.44778,20.358045,19.607088,,,,,,,
3/19/2025,20.0553,20.442496,20.359613,19.622276,,,,,,,
3/20/2025,20.1345,20.438306,20.36162,19.6347795,,,,,,,
3/21/2025,20.2163,20.434986,20.365398,19.6465575,,,,,,,
3/24/2025,20.1123,20.427748,20.367218,19.659323,,,,,,,
3/25/2025,20.0762,20.415182,20.367973,19.6720365,,,,,,,
3/26/2025,20.0963,20.401084,20.368728,19.681207,,,,,,,
3/27/2025,20.3182,20.397808,20.370293,19.690874,,,,,,,
3/28/2025,20.4003,20.396064,20.373918,19.700647,,,,,,,
3/31/2025,20.438,20.38936,20.37739,19.708921,,,,,,,
4/1/2025,20.3587,20.382174,20.38061,19.718022,,,,,,,
4/2/2025,20.4568,20.38045,20.382483,19.72805,,,,,,,
4/3/2025,19.9708,20.36715,20.379098,19.73528,,,,,,,
4/4/2025,20.501,20.366376,20.385831,19.745721,,,,,,,
4/7/2025,20.6947,20.372384,20.391446,19.7570795,,,,,,,
4/8/2025,20.6867,20.381608,20.393811,19.7684995,,,,,,,
4/9/2025,20.7653,20.38291,20.395771,19.781402,,,,,,,
4/10/2025,20.492,20.381414,20.394666,19.7940485,,,,,,,
4/11/2025,20.3363,20.376786,20.393089,19.805044,,,,,,,
4/14/2025,20.1025,20.369842,20.390227,19.814449,,,,,,,
4/15/2025,20.0213,20.358132,20.388592,19.822669,,,,,,,
4/16/2025,19.9737,20.34907,20.385426,19.8312985,,,,,,,
4/21/2025,19.6718,20.32978,20.378369,19.837709,,,,,,,
4/22/2025,19.5688,20.310906,20.369185,19.8443105,,,,,,,
4/23/2025,19.6278,20.292438,20.36247,19.851772,,,,,,,
4/24/2025,19.5825,20.270702,20.35111,19.8592055,,,,,,,
4/25/2025,19.5478,20.250298,20.34017,19.866456,,,,,,,
4/28/2025,19.5723,20.23191,20.33172,19.87427,,,,,,,
4/29/2025,19.5868,20.21369,20.324376,19.88249,,,,,,,
4/30/2025,19.6095,20.199716,20.316114,19.8913935,,,,,,,
5/2/2025,19.657,20.187196,20.309451,19.9005825,,,,,,,
5/5/2025,19.6365,20.174692,20.302986,19.910514,,,,,,,
5/6/2025,19.6785,20.159846,20.297808,19.919988,,,,,,,
5/7/2025,19.588,20.14414,20.291413,19.9295305,,,,,,,
5/8/2025,19.5642,20.128528,20.285508,19.9386325,,,,,,,
5/9/2025,19.4912,20.109072,20.277935,19.946635,,,,,,,
5/12/2025,19.6162,20.09203,20.27245,19.954731,,,,,,,
5/13/2025,19.4373,20.072222,20.265403,19.962364,,,,,,,
5/14/2025,19.363,20.050038,20.257585,19.9686855,,,,,,,
5/15/2025,19.478,20.029438,20.250002,19.9743465,,,,,,,
5/16/2025,19.5147,20.011066,20.243754,19.979995,,,,,,,
5/19/2025,19.3723,19.981476,20.233075,19.984619,,,,,,,
5/20/2025,19.2648,19.958986,20.224688,19.987534,,,,,,,
5/21/2025,19.3198,19.939828,20.215938,19.990183,,,,,,,
5/22/2025,19.3227,19.920622,20.207607,19.9938115,,,,,,,
5/23/2025,19.2748,19.900274,20.198698,19.9966555,,,,,,,
5/26/2025,19.2188,19.877874,20.188203,19.9975285,,,,,,,
5/27/2025,19.2338,19.858894,20.175438,19.996745,,,,,,,
5/28/2025,19.4,19.845198,20.161576,19.997095,,,,,,,
5/29/2025,19.328,19.834372,20.147939,19.99779,,,,,,,
5/30/2025,19.3858,19.822398,20.135089,19.999269,,,,,,,
6/2/2025,19.2338,19.805968,20.124232,20.001254,,,,,,,
6/3/2025,19.2638,19.788554,20.11343,20.002413,,,,,,,
6/4/2025,19.1932,19.768092,20.101539,20.0031855,,,,,,,
6/5/2025,19.17,19.749246,20.088497,20.0047965,,,,,,,
6/6/2025,19.1317,19.730356,20.072769,20.0071985,,,,,,,
6/9/2025,19.0595,19.70962,20.055352,20.009382,,,,,,,
6/10/2025,19.0518,19.684292,20.04105,20.0109625,,,,,,,
6/11/2025,18.879,19.653866,20.024965,20.0106335,,,,,,,
6/12/2025,18.9068,19.623242,20.006301,20.0089,,,,,,,
6/13/2025,18.9302,19.594672,19.988423,20.0064335,,,,,,,
6/16/2025,18.9083,19.563702,19.972076,20.005621,,,,,,,
6/17/2025,18.9872,19.54403,19.95559,20.003647,,,,,,,
6/18/2025,19.0047,19.514104,19.94024,20.0003245,,,,,,,
6/19/2025,19.0898,19.482006,19.927195,19.997755,,,,,,,
6/20/2025,19.1458,19.451188,19.916398,19.9944,,,,,,,
6/23/2025,19.1527,19.418936,19.900923,19.991896,,,,,,,
6/24/2025,19.0267,19.38963,19.885522,19.9880395,,,,,,,
6/25/2025,18.9203,19.36131,19.869048,19.9834735,,,,,,,
6/26/2025,18.8928,19.337116,19.853479,19.9787075,,,,,,,
6/27/2025,18.8483,19.313656,19.835894,19.972935,,,,,,,
6/30/2025,18.8332,19.290846,19.819958,19.967015,,,,,,,
7/1/2025,18.765,19.27271,19.801245,19.961441,,,,,,,
7/2/2025,18.754,19.256414,19.78366,19.9549195,,,,,,,
7/3/2025,18.6652,19.237162,19.7648,19.9490505,,,,,,,
7/4/2025,18.6327,19.218166,19.744434,19.9442705,,,,,,,
7/7/2025,18.6698,19.200606,19.725452,19.941378,,,,,,,
7/8/2025,18.714,19.18344,19.707675,19.938613,,,,,,,
7/9/2025,18.5733,19.16317,19.68843,19.934963,,,,,,,
7/10/2025,18.6267,19.143514,19.671615,19.93171,,,,,,,
7/11/2025,18.6595,19.123564,19.65538,19.928145,,,,,,,
7/14/2025,18.751,19.105854,19.640273,19.924825,,,,,,,
7/15/2025,18.8397,19.089078,19.624462,19.9222425,,,,,,,
7/16/2025,18.7178,19.071674,19.607907,19.9178965,,,,,,,
7/17/2025,18.7685,19.05576,19.592144,19.913594,,,,,,,
7/18/2025,18.72,19.040336,19.574704,19.9088455,,,,,,,
7/21/2025,18.6455,19.020922,19.556476,19.903853,,,,,,,
7/22/2025,18.6212,19.0046,19.538411,19.9000165,,,,,,,
7/23/2025,18.5735,18.98881,19.519424,19.895545,,,,,,,
7/24/2025,18.5538,18.970326,19.499882,19.8922505,,,,,,,
7/25/2025,18.557,18.951172,19.481119,19.8883415,,,,,,,
7/28/2025,18.7267,18.93826,19.459868,19.885209,,,,,,,
7/29/2025,18.7642,18.928248,19.443617,19.8819425,,,,,,,
7/30/2025,18.796,18.917772,19.4288,19.878366,,,,,,,
7/31/2025,18.7963,18.907244,19.413933,19.875356,,,,,,,
8/1/2025,18.916,18.900068,19.400171,19.873226,,,,,,,
8/4/2025,18.8783,18.893258,19.385566,19.8695175,,,,,,,
8/5/2025,18.762,18.883822,19.371358,19.863865,,,,,,,
8/6/2025,18.6192,18.868206,19.356702,19.8573045,,,,,,,
8/7/2025,18.6765,18.855176,19.344774,19.8515245,,,,,,,
8/8/2025,18.5518,18.838496,19.330447,19.844246,,,,,,,
8/11/2025,18.6683,18.827186,19.316577,19.838095,,,,,,,
8/12/2025,18.5657,18.813224,19.300889,19.8312545,,,,,,,
8/13/2025,18.6353,18.802066,19.285079,19.8252385,,,,,,,
8/14/2025,18.8137,18.79494,19.272093,19.8196555,,,,,,,
8/15/2025,18.7295,18.786896,19.258626,19.8132995,,,,,,,
8/18/2025,18.784,18.781386,19.245503,19.8071155,,,,,,,
8/19/2025,18.7982,18.776314,19.230303,19.800298,,,,,,,
8/20/2025,18.7572,18.773878,19.213872,19.793895,,,,,,,
8/21/2025,18.7737,18.771216,19.197229,19.7873095,,,,,,,
8/22/2025,18.595,18.764512,19.179592,19.780101,,,,,,,
8/25/2025,18.6368,18.759082,19.161392,19.7719375,,,,,,,
8/26/2025,18.6843,18.753024,19.148527,19.7638125,,,,,,,
8/27/2025,18.6912,18.746754,19.130429,19.75813,,,,,,,
8/28/2025,18.6522,18.738002,19.110004,19.750725,,,,,,,
8/29/2025,18.644,18.727966,19.089577,19.741694,,,,,,,
9/1/2025,18.646,18.717832,19.068384,19.7320775,,,,,,,
9/2/2025,18.7072,18.711442,19.050536,19.722601,,,,,,,
9/3/2025,18.6873,18.706782,19.034046,19.7135675,,,,,,,
9/4/2025,18.7577,18.70408,19.020598,19.7054125,,,,,,,
9/5/2025,18.6792,18.700698,19.007177,19.6978845,,,,,,,
9/8/2025,18.655,18.697134,18.99399,19.689708,,,,,,,
9/9/2025,18.6353,18.69454,18.983625,19.680997,,,,,,,
9/10/2025,18.592,18.6913,18.973857,19.671521,,,,,,,
9/11/2025,18.5287,18.68857,18.962866,19.662668,,,,,,,
9/12/2025,18.4757,18.68543,18.951798,19.651454,,,,,,,
9/15/2025,18.3635,18.679304,18.939955,19.6400625,,,,,,,
9/17/2025,18.3257,18.671538,18.927489,19.6296045,,,,,,,
9/18/2025,18.361,18.667292,18.915231,19.6198035,,,,,,,
9/19/2025,18.3892,18.662542,18.903028,19.609571,,,,,,,
9/22/2025,18.4082,18.657516,18.89054,19.5999955,,,,,,,
9/23/2025,18.3232,18.64896,18.877407,19.5901965,,,,,,,
9/24/2025,18.4312,18.64079,18.864934,19.581371,,,,,,,
9/25/2025,18.4457,18.635348,18.853511,19.572462,,,,,,,
9/26/2025,18.3825,18.627628,18.841694,19.563601,,,,,,,
9/29/2025,18.3507,18.620242,18.830289,19.554112,,,,,,,
9/30/2025,18.3342,18.614016,18.817469,19.5449595,,,,,,,
10/1/2025,18.3477,18.608546,18.806573,19.535988,,,,,,,
10/2/2025,18.4843,18.606762,18.797786,19.5276855,,,,,,,
10/3/2025,18.3902,18.60349,18.786908,19.518455,,,,,,,
10/6/2025,18.3528,18.599406,18.775289,19.5095215,,,,,,,
10/7/2025,18.3762,18.592396,18.765328,19.4992015,,,,,,,
10/8/2025,18.3477,18.584066,18.756157,19.4904225,,,,,,,
10/9/2025,18.383,18.575806,18.746789,19.4813635,,,,,,,
10/10/2025,18.5567,18.571014,18.739129,19.473368,,,,,,,
10/13/2025,18.44,18.561494,18.730781,19.4647395,,,,,,,
10/14/2025,18.522,18.554368,18.723813,19.456008,,,,,,,
10/15/2025,18.4808,18.548744,18.716283,19.4458605,,,,,,,
10/16/2025,18.4108,18.544576,18.706391,19.4339835,,,,,,,
10/17/2025,18.407,18.539186,18.697181,19.42256,,,,,,,
10/20/2025,18.4032,18.536214,18.687355,19.411222,,,,,,,
10/21/2025,18.4252,18.531352,18.679269,19.4017505,,,,,,,
10/22/2025,18.4333,18.528704,18.670964,19.392197,,,,,,,
10/23/2025,18.4033,18.524064,18.663065,19.382302,,,,,,,
10/24/2025,18.3948,18.515686,18.655313,19.371905,,,,,,,
10/27/2025,18.3892,18.50888,18.647888,19.3603285,,,,,,,
10/28/2025,18.4145,18.50149,18.641438,19.348395,,,,,,,
10/29/2025,18.4072,18.49367,18.634992,19.338021,,,,,,,
10/30/2025,18.538,18.489286,18.631582,19.3282735,,,,,,,
10/31/2025,18.5725,18.485262,18.628239,19.31727,,,,,,,
11/3/2025,18.4835,18.483032,18.623772,19.3060975,,,,,,,
11/4/2025,18.6133,18.482562,18.620822,19.296449,,,,,,,
11/5/2025,18.5947,18.48077,18.616897,19.2862435,,,,,,,
11/6/2025,18.6233,18.479412,18.613083,19.2766615,,,,,,,
11/7/2025,18.5,18.476368,18.607185,19.26719,,,,,,,
11/10/2025,18.3922,18.471332,18.599649,19.2580235,,,,,,,
11/11/2025,18.3333,18.465078,18.591455,19.246189,,,,,,,
11/12/2025,18.2982,18.456898,18.58417,19.234846,,,,,,,
11/13/2025,18.2805,18.448762,18.577772,19.22341,,,,,,,
11/14/2025,18.3262,18.440132,18.572106,19.2127925,,,,,,,
11/18/2025,18.3728,18.434004,18.567351,19.2016225,,,,,,,
11/19/2025,18.341,18.427724,18.562429,19.1911935,,,,,,,
11/20/2025,18.355,18.422118,18.558329,19.179787,,,,,,,
11/21/2025,18.4965,18.420208,18.555754,19.169707,,,,,,,
11/24/2025,18.4997,18.419628,18.554099,19.1594495,,,,,,,
11/25/2025,18.4308,18.41873,18.55208,19.148257,,,,,,,
11/26/2025,18.356,18.41858,18.548942,19.137197,,,,,,,
11/27/2025,18.3467,18.419,18.545269,19.126472,,,,,,,
11/28/2025,18.3075,18.41793,18.542611,19.1155205,,,,,,,
12/1/2025,18.2757,18.41566,18.539101,19.105358,,,,,,,
12/2/2025,18.291,18.413316,18.535416,19.095398,,,,,,,
12/3/2025,18.2642,18.412136,18.530548,19.0854105,,,,,,,
12/4/2025,18.2293,18.408098,18.524444,19.074453,,,,,,,
12/5/2025,18.186,18.402904,18.519126,19.0635165,,,,,,,
12/8/2025,18.2367,18.399988,18.513808,19.052976,,,,,,,
12/9/2025,18.194,18.396854,18.508548,19.041626,,,,,,,
12/10/2025,18.2085,18.39434,18.504178,19.030327,,,,,,,
12/11/2025,18.0543,18.388472,18.498509,19.01846,,,,,,,
12/15/2025,17.9925,18.378636,18.492699,19.0060615,,,,,,,
12/16/2025,17.9525,18.369882,18.486686,18.993284,,,,,,,
12/17/2025,18.02,18.363226,18.481316,18.9812175,,,,,,,
12/18/2025,17.9792,18.355286,18.473841,18.9668545,,,,,,,
12/19/2025,18.0065,18.348462,18.466264,18.9549405,,,,,,,
12/22/2025,17.9785,18.340372,18.458089,18.9434445,,,,,,,
12/23/2025,17.9332,18.327902,18.449458,18.9316955,,,,,,,
12/24/2025,17.9248,18.317598,18.439546,18.9198585,,,,,,,
12/26/2025,17.9042,18.305242,18.429805,18.9076855,,,,,,,
12/29/2025,17.9667,18.29496,18.421852,18.896605,,,,,,,
12/30/2025,17.9528,18.2858,18.415188,18.885945,,,,,,,
12/31/2025,18.0012,18.277684,18.408435,18.8766045,,,,,,,
1/2/2026,17.8803,18.267226,18.40172,18.8660835,,,,,,,
1/5/2026,17.8905,18.256532,18.393942,18.8552595,,,,,,,
1/6/2026,17.9697,18.24726,18.387982,18.8444355,,,,,,,
1/7/2026,17.9587,18.238368,18.381216,18.8331475,,,,,,,
1/8/2026,17.9807,18.230086,18.372886,18.8224895,,,,,,,
1/9/2026,17.9842,18.221986,18.365433,18.8120295,,,,,,,
1/12/2026,17.9075,18.211846,18.356668,18.8010855,,,,,,,
1/13/2026,17.854,18.200782,18.347226,18.7887645,,,,,,,
1/14/2026,17.8167,18.186356,18.337821,18.7758465,,,,,,,
1/15/2026,17.6897,18.1687,18.326981,18.762105,,,,,,,
1/16/2026,17.6867,18.152764,18.317898,18.748745,,,,,,,
1/19/2026,17.599,18.132478,18.30752,18.734456,,,,,,,
1/20/2026,17.6008,18.1126,18.296685,18.722606,,,,,,,
1/21/2026,17.452,18.089174,18.284293,18.707361,,,,,,,
1/22/2026,17.4828,18.06883,18.272599,18.6913015,,,,,,,
1/23/2026,17.4545,18.050076,18.260704,18.6751405,,,,,,,
1/26/2026,17.283,18.02907,18.247074,18.657729,,,,,,,
1/27/2026,17.2357,18.00782,18.232359,18.6414475,,,,,,,
1/28/2026,17.2322,17.986854,18.217808,18.625927,,,,,,,
1/29/2026,17.2532,17.965394,18.202763,18.6116805,,,,,,,
1/30/2026,17.331,17.944558,18.189281,18.598229,,,,,,,
2/3/2026,17.235,17.922438,18.175081,18.5845355,,,,,,,
2/4/2026,17.2925,17.901188,18.161653,18.572639,,,,,,,
2/5/2026,17.407,17.879398,18.149803,18.56183,,,,,,,
2/6/2026,17.2988,17.85538,18.137504,18.550185,,,,,,,
2/9/2026,17.1907,17.830578,18.124654,18.538226,,,,,,,
2/10/2026,17.2315,17.808088,18.113334,18.5266445,,,,,,,
2/11/2026,17.2155,17.785464,18.102232,18.5148605,,,,,,,
2/12/2026,17.2,17.763314,18.090622,18.5029265,,,,,,,
2/13/2026,17.1798,17.741396,18.078528,18.490778,,,,,,,
2/16/2026,17.1723,17.719022,18.066169,18.4783545,,,,,,,
2/17/2026,17.1753,17.697244,18.05469,18.4660485,,,,,,,
2/18/2026,17.1392,17.675442,18.04177,18.453352,,,,,,,
2/19/2026,17.27,17.657122,18.030013,18.441762,,,,,,,
2/20/2026,17.1722,17.635832,18.01791,18.429802,,,,,,,
2/23/2026,17.2162,17.616276,18.006565,18.418427,,,,,,,
2/24/2026,17.191,17.595926,17.995133,18.406301,,,,,,,
2/25/2026,17.17,17.57824,17.983356,18.3949645,,,,,,,
2/26/2026,17.2563,17.563516,17.971076,18.384431,,,,,,,
2/27/2026,17.2193,17.548852,17.959367,18.3731375,,,,,,,
3/2/2026,17.3485,17.535422,17.949324,18.3623065,,,,,,,
3/3/2026,17.7228,17.530294,17.94279,18.354059,,,,,,,
3/4/2026,17.5445,17.521054,17.934758,18.3454575,,,,,,,
3/5/2026,17.677,17.515024,17.927698,18.3372435,,,,,,,
3/6/2026,17.7962,17.512284,17.920093,18.329611,,,,,,,
3/9/2026,17.7687,17.509162,17.91338,18.3220805,,,,,,,
3/10/2026,17.5037,17.501152,17.903197,18.313505,,,,,,,
3/11/2026,17.6543,17.494904,17.894932,18.3056075,,,,,,,
3/12/2026,17.8368,17.492584,17.889192,18.2977915,,,,,,,
3/13/2026,17.9218,17.490996,17.88434,18.2907605,,,,,,,
3/17/2026,17.6922,17.487234,17.87723,18.2822925,,,,,,,
3/18/2026,17.669,17.482804,17.869668,18.2744685,,,,,,,
3/19/2026,17.8117,17.479644,17.863452,18.267208,,,,,,,
3/20/2026,17.8998,17.478466,17.858417,18.260741,,,,,,,
3/23/2026,17.778,17.474412,17.852249,18.253781,,,,,,,
3/24/2026,17.8047,17.470822,17.846404,18.247146,,,,,,,
3/25/2026,17.7548,17.467768,17.839807,18.2406225,,,,,,,
3/26/2026,17.7957,17.466602,17.833692,18.234342,,,,,,,
3/27/2026,18.0667,17.471602,17.828979,18.2302805,,,,,,,
3/30/2026,18.1033,17.479874,17.824287,18.226263,,,,,,,
3/31/2026,18.0033,17.486206,17.819485,18.2216285,,,,,,,
